Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score
13269.0,5,183,3545.47,4,4,4,12
13270.0,2,1,590.0,4,1,2,7
13274.0,45,19,360.85,3,2,2,7
13275.0,19,50,241.66,3,3,1,7
13276.0,33,219,1348.33,3,4,3,10
13277.0,16,15,264.9,4,1,1,6
13278.0,35,62,893.12,3,3,3,9
13280.0,15,125,1507.77,4,4,3,11
13281.0,75,22,350.85,2,2,2,6
13282.0,42,14,181.05,3,1,1,5
13283.0,203,13,279.7,1,1,1,3
13285.0,236,44,655.47,1,2,2,5
13286.0,236,49,734.91,1,3,3,7
13287.0,239,53,781.59,1,3,3,7
13288.0,79,10,927.61,2,1,3,6
13289.0,359,16,307.95,1,1,1,3
13290.0,74,1,208.63,2,1,1,4
13291.0,50,286,2959.73,3,4,4,11
13292.0,51,28,415.57,3,2,2,7
13293.0,28,72,1192.94,3,3,3,9
13294.0,282,48,815.79,1,3,3,7
13295.0,12,57,900.77,4,3,3,10
13296.0,59,48,705.11,2,3,2,7
13297.0,21,64,2278.77,3,3,4,10
13299.0,59,57,1076.2,2,3,3,8
13300.0,24,35,913.62,3,2,3,8
13302.0,162,2,95.45,1,1,1,3
13303.0,36,4,61.72,3,1,1,5
13304.0,91,57,917.57,2,3,3,8
13305.0,8,125,1753.85,4,4,4,12
13306.0,66,4,53.65,2,1,1,4
13307.0,123,14,258.34,2,1,1,4
13308.0,232,17,284.86,1,1,1,3
13309.0,28,23,249.58,3,2,1,6
13310.0,16,23,409.17,4,2,2,8
13312.0,87,5,124.75,2,1,1,4
13313.0,115,109,1890.0,2,4,4,10
13315.0,325,22,310.26,1,2,2,5
13316.0,28,88,7213.84,3,3,4,10
13317.0,21,220,4212.411,3,4,4,11
13319.0,1,479,11236.95,4,4,4,12
13320.0,70,44,679.4,2,2,2,6
13324.0,64,57,3391.52,2,3,4,9
13326.0,68,13,281.76,2,1,1,4
13327.0,1,234,6251.71,4,4,4,12
13329.0,2,108,4323.97,4,4,4,12
13330.0,91,65,1665.25,2,3,3,8
13331.0,37,12,262.4,3,1,1,5
13333.0,47,55,1015.74,3,3,3,9
13334.0,172,212,2726.93,1,4,4,9
13337.0,182,87,1575.26,1,3,3,7
13338.0,177,109,1958.6,1,4,4,9
13340.0,53,81,11364.08,3,3,4,10
13346.0,98,6,299.4,2,1,1,4
13357.0,130,309,3228.41,2,4,4,10
13359.0,39,33,603.75,3,2,2,7
13360.0,67,66,1553.65,2,3,3,8
13361.0,108,34,1450.5,2,2,3,7
13362.0,14,132,2303.33,4,4,4,12
13363.0,45,42,731.36,3,2,3,8
13367.0,67,20,510.20000000000005,2,2,2,6
13368.0,50,23,498.1,3,2,2,7
13369.0,1,14,308.28000000000003,4,1,2,7
13370.0,7,39,754.87,4,2,3,9
13371.0,141,92,2297.66,1,3,4,8
13373.0,51,200,4274.94,3,4,4,11
13374.0,50,17,422.8,3,1,2,6
13375.0,80,34,1013.58,2,2,3,7
13377.0,32,78,1552.88,3,3,3,9
13380.0,68,3,62.4,2,1,1,4
13381.0,15,184,4585.06,4,4,4,12
13382.0,64,71,1164.59,2,3,3,8
13383.0,179,1,305.28000000000003,1,1,1,3
13384.0,26,112,2528.9,3,4,4,11
13386.0,50,31,835.46,3,2,3,8
13387.0,53,73,189.44,3,3,1,7
13388.0,239,34,508.55,1,2,2,5
13392.0,313,8,91.14,1,1,1,3
13393.0,219,69,1131.45,1,3,3,7
13394.0,15,254,4101.68,4,4,4,12
13395.0,36,60,872.51,3,3,3,9
13397.0,73,51,1647.74,2,3,3,8
13398.0,84,13,213.0,2,1,1,4
13399.0,100,15,275.4,2,1,1,4
13400.0,218,23,310.83,1,2,2,5
13402.0,8,57,913.9000000000001,4,3,3,10
13403.0,23,6,154.5,3,1,1,5
13405.0,117,16,641.36,2,1,2,5
13406.0,63,9,568.92,2,1,2,5
13407.0,214,85,2244.7,1,3,4,8
13408.0,7,362,23616.422,4,4,4,12
13410.0,29,22,1198.9,3,2,3,8
13412.0,256,34,487.34999999999997,1,2,2,5
13413.0,275,43,429.44,1,2,2,5
13414.0,99,31,1103.64,2,2,3,7
13415.0,108,104,800.67,2,4,3,9
13416.0,372,7,228.3,1,1,1,3
13417.0,183,49,1028.66,1,3,3,7
13418.0,8,259,6106.17,4,4,4,12
13421.0,42,168,2252.04,3,4,4,11
13423.0,64,12,217.03,2,1,1,4
13424.0,85,40,572.77,2,2,2,6
13425.0,144,100,1779.42,1,3,4,8
13426.0,18,186,4526.06,4,4,4,12
13427.0,113,23,423.93,2,2,2,6
13428.0,150,70,281.51,1,3,1,5
13431.0,42,83,2047.14,3,3,4,10
13432.0,207,111,439.1,1,4,2,7
13433.0,137,24,658.3199999999999,1,2,2,5
13434.0,21,25,1132.6200000000001,3,2,3,8
13435.0,12,51,665.34,4,3,2,9
13438.0,183,1,46.5,1,1,1,3
13439.0,24,113,702.9,3,4,2,9
13440.0,59,59,1295.25,2,3,3,8
13441.0,67,25,424.26,2,2,2,6
13442.0,303,38,419.87,1,2,2,5
13443.0,84,204,1280.16,2,4,3,9
13444.0,10,58,631.6800000000001,4,3,2,9
13445.0,262,7,241.89999999999998,1,1,1,3
13446.0,66,192,3881.89,2,4,4,10
13448.0,9,363,5701.5,4,4,4,12
13450.0,10,76,2076.32,4,3,4,11
13451.0,17,599,4214.77,4,4,4,12
13452.0,108,1,139.8,2,1,1,4
13453.0,38,23,424.71,3,2,2,7
13454.0,277,23,219.87,1,2,1,4
13455.0,2,98,1847.59,4,3,4,11
13457.0,324,9,148.22,1,1,1,3
13458.0,15,103,2312.7,4,4,4,12
13459.0,260,73,1160.4099999999999,1,3,3,7
13461.0,43,35,2715.0,3,2,4,9
13462.0,46,62,1002.35,3,3,3,9
13464.0,30,110,2422.96,3,4,4,11
13465.0,82,34,931.12,2,2,3,7
13466.0,44,38,705.45,3,2,2,7
13468.0,4,426,7685.54,4,4,4,12
13469.0,289,6,82.4,1,1,1,3
13472.0,99,28,592.24,2,2,2,6
13473.0,210,49,2235.12,1,3,4,8
13474.0,79,66,434.2,2,3,2,7
13476.0,42,48,823.0,3,3,3,9
13477.0,91,79,1379.59,2,3,3,8
13478.0,105,125,2215.78,2,4,4,10
13479.0,88,38,550.42,2,2,2,6
13480.0,52,41,627.82,3,2,2,7
13481.0,10,115,2026.28,4,4,4,12
13482.0,263,9,151.45,1,1,1,3
13484.0,19,31,476.92,3,2,2,7
13485.0,12,135,2564.98,4,4,4,12
13487.0,141,15,271.47,1,1,1,3
13488.0,3,302,6619.57,4,4,4,12
13490.0,290,8,154.25,1,1,1,3
13491.0,8,182,3350.7400000000002,4,4,4,12
13495.0,4,99,3329.39,4,3,4,11
13497.0,4,48,972.28,4,3,3,10
13498.0,366,17,327.38,1,1,2,4
13500.0,37,20,299.53,3,2,1,6
13501.0,122,62,1544.79,2,3,3,8
13502.0,51,15,488.5,3,1,2,6
13503.0,115,181,1688.54,2,4,3,9
13506.0,5,72,1180.68,4,3,3,10
13508.0,278,16,176.07999999999998,1,1,1,3
13509.0,143,5,135.0,1,1,1,3
13510.0,11,174,2766.73,4,4,4,12
13511.0,312,5,282.76,1,1,1,3
13512.0,23,24,462.18,3,2,2,7
13513.0,77,30,619.49,2,2,2,6
13514.0,64,17,663.7,2,1,2,5
13515.0,85,17,374.7,2,1,2,5
13516.0,53,17,295.85,3,1,1,5
13519.0,78,11,220.46,2,1,1,4
13520.0,7,112,3285.05,4,4,4,12
13523.0,2,59,1136.64,4,3,3,10
13526.0,374,44,1182.0,1,2,3,6
13527.0,54,234,2396.23,2,4,4,10
13530.0,270,18,402.97999999999996,1,1,2,4
13531.0,2,68,1254.72,4,3,3,10
13534.0,15,96,1850.82,4,3,4,11
13535.0,38,1,89.5,3,1,1,5
13537.0,61,42,717.85,2,2,3,7
13538.0,32,119,1831.88,3,4,4,11
13539.0,56,49,938.02,2,3,3,8
13540.0,103,32,632.39,2,2,2,6
13541.0,63,10,785.25,2,1,3,6
13542.0,12,337,4006.17,4,4,4,12
13543.0,270,47,1439.6100000000001,1,3,3,7
13544.0,47,171,537.59,3,4,2,9
13545.0,26,57,374.64,3,3,2,8
13546.0,18,55,465.15,4,3,2,9
13547.0,44,47,175.53,3,3,1,7
13548.0,107,63,226.57999999999998,2,3,1,6
13549.0,23,8,87.6,3,1,1,5
13550.0,19,44,349.51,3,2,2,7
13551.0,302,1,152.39999999999998,1,1,1,3
13552.0,64,99,3238.85,2,3,4,9
13553.0,310,94,517.8,1,3,2,6
13554.0,16,199,1638.28,4,4,3,11
13555.0,14,271,4849.91,4,4,4,12
13556.0,65,9,200.82,2,1,1,4
13557.0,51,146,2448.2,3,4,4,11
13559.0,148,2,990.0,1,1,3,5
13561.0,33,219,1678.86,3,4,3,10
13562.0,37,114,3038.85,3,4,4,11
13564.0,4,1188,15500.53,4,4,4,12
13565.0,47,22,174.57999999999998,3,2,1,6
13566.0,70,198,833.41,2,4,3,9
13567.0,64,203,1083.69,2,4,3,9
13569.0,3,129,520.03,4,4,2,10
13571.0,18,335,2454.2200000000003,4,4,4,12
13573.0,15,63,622.07,4,3,2,9
13574.0,47,103,421.25,3,4,2,9
13576.0,9,153,4834.400000000001,4,4,4,12
13577.0,18,85,1801.68,4,3,4,11
13578.0,45,9,147.66,3,1,1,5
13579.0,5,67,1072.0,4,3,3,10
13580.0,42,5,107.75,3,1,1,5
13581.0,50,23,162.53,3,2,1,6
13582.0,25,11,241.68,3,1,1,5
13583.0,315,43,664.001,1,2,2,5
13584.0,134,59,250.05,2,3,1,6
13585.0,166,39,684.54,1,2,2,5
13586.0,177,21,131.53,1,2,1,4
13587.0,85,22,961.1,2,2,3,7
13589.0,85,31,741.09,2,2,3,7
13590.0,11,323,4367.67,4,4,4,12
13591.0,71,43,976.8100000000001,2,2,3,7
13593.0,23,282,3486.61,3,4,4,11
13594.0,121,7,136.35000000000002,2,1,1,4
13595.0,152,152,818.22,1,4,3,8
13597.0,36,17,396.71,3,1,2,6
13598.0,131,59,609.42,2,3,2,7
13599.0,2,163,5013.96,4,4,4,12
13600.0,270,22,298.9,1,2,1,4
13601.0,28,96,491.82,3,3,2,8
13602.0,17,35,596.28,4,2,2,8
13604.0,294,21,717.62,1,2,3,6
13605.0,23,53,522.67,3,3,2,8
13607.0,38,24,400.3,3,2,2,7
13608.0,176,36,236.2,1,2,1,4
13609.0,229,7,167.35,1,1,1,3
13610.0,23,190,1044.0,3,4,3,10
13611.0,10,155,2147.73,4,4,4,12
13612.0,268,50,818.29,1,3,3,7
13613.0,88,59,1039.8500000000001,2,3,3,8
13614.0,29,70,748.73,3,3,3,9
13615.0,35,344,5854.84,3,4,4,11
13616.0,204,37,288.1,1,2,1,4
13617.0,44,63,734.57,3,3,3,9
13619.0,180,49,231.69,1,3,1,5
13620.0,164,5,112.34,1,1,1,3
13622.0,332,32,658.95,1,2,2,5
13623.0,16,211,1818.71,4,4,4,12
13624.0,24,22,462.08,3,2,2,7
13625.0,232,21,301.26,1,2,1,4
13626.0,15,25,449.81,4,2,2,8
13627.0,124,37,607.43,2,2,2,6
13628.0,312,16,310.14,1,1,2,4
13629.0,49,28,5578.5,3,2,4,9
13632.0,30,75,1526.88,3,3,3,9
13634.0,10,262,3498.31,4,4,4,12
13635.0,78,100,1928.1299999999999,2,3,4,9
13639.0,72,19,312.93,2,2,2,6
13640.0,247,4,405.0,1,1,2,4
13641.0,276,44,1016.47,1,2,3,6
13642.0,68,48,159.92,2,3,1,6
13643.0,18,74,1637.33,4,3,3,10
13646.0,35,58,326.25,3,3,2,8
13647.0,130,61,1393.56,2,3,3,8
13648.0,36,106,1764.02,3,4,4,11
13649.0,2,103,1332.28,4,4,3,11
13650.0,10,76,1451.66,4,3,3,10
13651.0,17,8,132.65,4,1,1,6
13652.0,4,96,1475.77,4,3,3,10
13653.0,123,9,152.2,2,1,1,4
13654.0,16,163,3600.67,4,4,4,12
13655.0,10,63,1347.54,4,3,3,10
13656.0,135,38,699.2,2,2,2,6
13658.0,19,129,3386.33,3,4,4,11
13659.0,52,171,3321.68,3,4,4,11
13660.0,36,41,314.59,3,2,2,7
13661.0,239,17,325.24,1,1,2,4
13662.0,21,84,1352.35,3,3,3,9
13663.0,16,86,1858.04,4,3,4,11
13665.0,22,106,1711.6599999999999,3,4,3,10
13666.0,56,7,43.25,2,1,1,4
13668.0,19,300,6726.35,3,4,4,11
13669.0,43,5,195.0,3,1,1,5
13671.0,30,76,194.95,3,3,1,7
13672.0,366,12,233.53000000000003,1,1,1,3
13674.0,68,14,240.68,2,1,1,4
13676.0,175,13,243.9,1,1,1,3
13677.0,40,107,556.1899999999999,3,4,2,9
13679.0,129,50,281.26,2,3,1,6
13680.0,107,457,7713.25,2,4,4,10
13683.0,93,10,258.6,2,1,1,4
13684.0,26,79,529.75,3,3,2,8
13686.0,16,26,337.04,4,2,2,8
13687.0,74,45,11880.84,2,3,4,9
13688.0,271,5,375.5,1,1,2,4
13689.0,80,3,349.5,2,1,2,5
13691.0,32,54,212.78,3,3,1,7
13692.0,44,43,1626.08,3,2,3,8
13693.0,10,106,2011.82,4,4,4,12
13694.0,9,957,131443.19,4,4,4,12
13695.0,213,6,266.6,1,1,1,3
13696.0,57,24,2020.4,2,2,4,8
13698.0,232,40,465.53000000000003,1,2,2,5
13699.0,186,23,455.57,1,2,2,5
13700.0,53,46,348.34,3,3,2,8
13701.0,82,9,161.0,2,1,1,4
13702.0,81,5,135.18,2,1,1,4
13703.0,51,36,326.06,3,2,2,7
13705.0,9,56,1323.47,4,3,3,10
13706.0,262,18,300.38,1,1,1,3
13707.0,65,107,2559.45,2,4,4,10
13709.0,82,72,1263.7,2,3,3,8
13710.0,59,7,329.04,2,1,2,5
13711.0,42,79,1540.2,3,3,3,9
13712.0,246,23,537.58,1,2,2,5
13713.0,44,82,743.26,3,3,3,9
13714.0,101,30,161.35,2,2,1,5
13715.0,8,429,7403.95,4,4,4,12
13717.0,93,22,318.29,2,2,2,6
13719.0,29,191,1773.57,3,4,4,11
13721.0,31,14,217.39999999999998,3,1,1,5
13722.0,56,104,3260.0,2,4,4,10
13723.0,28,53,1009.35,3,3,3,9
13724.0,273,42,213.01,1,2,1,4
13727.0,247,64,746.57,1,3,3,7
13728.0,23,101,1839.03,3,3,4,10
13729.0,71,39,724.73,2,2,3,7
13733.0,46,29,487.03000000000003,3,2,2,7
13734.0,144,28,6701.640000000001,1,2,4,7
13735.0,12,460,6927.9800000000005,4,4,4,12
13736.0,61,366,2034.31,2,4,4,10
13738.0,32,92,440.93,3,3,2,8
13739.0,163,3,75.3,1,1,1,3
13740.0,51,72,1247.02,3,3,3,9
13745.0,182,31,477.32,1,2,2,5
13746.0,49,9,176.69,3,1,1,5
13747.0,9,5,169.79999999999998,4,1,1,6
13748.0,9,31,1320.1,4,2,3,9
13750.0,16,51,1954.92,4,3,4,11
13752.0,163,19,404.45000000000005,1,2,2,5
13753.0,234,45,1353.31,1,3,3,7
13754.0,73,9,164.45000000000002,2,1,1,4
13756.0,3,206,4017.9800000000005,4,4,4,12
13757.0,310,8,195.55,1,1,1,3
13758.0,2,192,6226.43,4,4,4,12
13760.0,40,62,1076.85,3,3,3,9
13761.0,138,52,881.52,1,3,3,7
13762.0,229,28,2165.76,1,2,4,7
13763.0,53,35,3502.48,3,2,4,9
13764.0,205,168,1431.5,1,4,3,8
13765.0,289,17,352.821,1,1,2,4
13766.0,131,17,190.35,2,1,1,4
13767.0,5,427,18320.170000000002,4,4,4,12
13768.0,362,33,875.97,1,2,3,6
13769.0,3,150,3003.9100000000003,4,4,4,12
13770.0,58,48,785.37,2,3,3,8
13771.0,169,97,3094.37,1,3,4,8
13772.0,36,398,1982.09,3,4,4,11
13773.0,32,19,301.54,3,2,1,6
13775.0,226,63,1049.66,1,3,3,7
13776.0,64,2,623.98,2,1,2,5
13777.0,2,194,30501.260000000002,4,4,4,12
13778.0,127,35,945.79,2,2,3,7
13779.0,151,27,161.13,1,2,1,4
13780.0,43,43,375.81,3,2,2,7
13781.0,228,40,650.99,1,2,2,5
13782.0,89,129,881.72,2,4,3,9
13783.0,123,10,1542.09,2,1,3,6
13784.0,70,12,447.44,2,1,2,5
13785.0,64,30,542.49,2,2,2,6
13786.0,3,117,3128.54,4,4,4,12
13787.0,94,55,913.46,2,3,3,8
13788.0,141,1,3.75,1,1,1,3
13789.0,24,18,239.45999999999998,3,1,1,5
13792.0,58,10,188.4,2,1,1,4
13793.0,282,7,96.0,1,1,1,3
13794.0,182,9,126.03,1,1,1,3
13795.0,24,29,836.3,3,2,3,8
13796.0,135,22,289.7,2,2,1,5
13797.0,72,78,1179.45,2,3,3,8
13798.0,8,373,38683.02,4,4,4,12
13799.0,80,67,2114.71,2,3,4,9
13800.0,66,40,1121.24,2,2,3,7
13802.0,10,388,21659.69,4,4,4,12
13803.0,67,61,1061.84,2,3,3,8
13804.0,71,32,572.73,2,2,2,6
13807.0,3,25,422.2,4,2,2,8
13809.0,30,13,524.65,3,1,2,6
13813.0,163,74,1398.61,1,3,3,7
13814.0,163,22,678.2,1,2,2,5
13815.0,42,180,3448.38,3,4,4,11
13818.0,65,5,61.28,2,1,1,4
13819.0,305,65,1502.0,1,3,3,7
13820.0,54,90,660.65,2,3,2,7
13821.0,29,150,1025.09,3,4,3,10
13823.0,16,123,2445.79,4,4,4,12
13824.0,15,54,1615.82,4,3,3,10
13825.0,257,40,255.59,1,2,1,4
13829.0,57,1,102.0,2,1,1,4
13830.0,217,11,156.85000000000002,1,1,1,3
13831.0,5,113,4820.59,4,4,4,12
13832.0,58,54,561.49,2,3,2,7
13833.0,40,16,316.56,3,1,2,6
13834.0,212,16,324.19,1,1,2,4
13835.0,155,16,260.7,1,1,1,3
13836.0,35,31,620.37,3,2,2,7
13838.0,5,298,1274.3600000000001,4,4,3,11
13839.0,122,7,139.95000000000002,2,1,1,4
13840.0,52,40,651.4,3,2,2,7
13842.0,2,149,2244.29,4,4,4,12
13843.0,17,18,319.75,4,1,2,7
13846.0,35,26,442.73,3,2,2,7
13847.0,355,19,310.72,1,2,2,5
13848.0,2,6,2080.0,4,1,4,9
13849.0,33,119,1931.35,3,4,4,11
13851.0,15,59,1955.0,4,3,4,11
13852.0,246,11,187.35000000000002,1,1,1,3
13854.0,1,71,4144.44,4,3,4,11
13855.0,136,73,1310.3400000000001,2,3,3,8
13856.0,99,40,753.53,2,2,3,7
13857.0,29,128,1001.01,3,4,3,10
13859.0,165,8,314.7,1,1,2,4
13861.0,65,21,273.26,2,2,1,5
13862.0,25,21,346.73,3,2,2,7
13863.0,101,50,933.77,2,3,3,8
13864.0,22,1,662.4000000000001,3,1,2,6
13869.0,17,553,5006.62,4,4,4,12
13870.0,23,126,2941.14,3,4,4,11
13871.0,64,66,1482.6,2,3,3,8
13872.0,163,57,919.57,1,3,3,7
13873.0,19,37,649.32,3,2,2,7
13874.0,140,51,1508.7,1,3,3,7
13875.0,23,166,3027.58,3,4,4,11
13877.0,106,20,332.44,2,2,2,6
13878.0,183,71,1191.53,1,3,3,7
13879.0,281,25,395.5,1,2,2,5
13880.0,3,64,1171.89,4,3,3,10
13881.0,11,279,28019.58,4,4,4,12
13883.0,39,174,3885.54,3,4,4,11
13884.0,12,131,1100.88,4,4,3,11
13888.0,40,144,1563.42,3,4,3,10
13889.0,18,68,1574.3300000000002,4,3,3,10
13890.0,10,63,1043.57,4,3,3,10
13891.0,14,100,863.5600000000001,4,3,3,10
13892.0,113,9,634.68,2,1,2,5
13895.0,151,68,1415.45,1,3,3,7
13896.0,261,21,388.55,1,2,2,5
13897.0,74,42,849.56,2,2,3,7
13898.0,47,34,530.47,3,2,2,7
13900.0,25,52,869.64,3,3,3,9
13901.0,10,161,2809.14,4,4,4,12
13902.0,268,63,34095.26,1,3,4,8
13903.0,36,10,165.45000000000002,3,1,1,5
13905.0,368,12,312.65,1,1,2,4
13906.0,45,1,42.0,3,1,1,5
13907.0,327,4,136.8,1,1,1,3
13909.0,59,39,286.6,2,2,1,5
13911.0,15,90,1654.08,4,3,3,10
13912.0,59,7,124.95,2,1,1,4
13913.0,142,3,42.22,1,1,1,3
13915.0,30,2,70.80000000000001,3,1,1,5
13916.0,99,74,1275.81,2,3,3,8
13919.0,60,49,975.87,2,3,3,8
13920.0,67,86,1774.68,2,3,4,9
13921.0,38,44,730.7,3,2,3,8
13922.0,73,23,692.95,2,2,2,6
13927.0,73,20,359.27,2,2,2,6
13929.0,52,48,2651.45,3,3,4,10
13931.0,28,213,4019.85,3,4,4,11
13935.0,232,80,6116.92,1,3,4,8
13936.0,18,33,563.08,4,2,2,8
13937.0,38,45,721.28,3,3,3,9
13939.0,67,65,992.41,2,3,3,8
13941.0,8,60,6009.34,4,3,4,11
13942.0,170,1,320.0,1,1,2,4
13943.0,213,15,246.54,1,1,1,3
13944.0,289,35,200.43,1,2,1,4
13945.0,30,51,854.15,3,3,3,9
13946.0,12,45,1314.66,4,3,3,10
13948.0,47,21,446.76,3,2,2,7
13952.0,16,272,9572.45,4,4,4,12
13953.0,45,5,3125.0,3,1,4,8
13955.0,11,54,222.21,4,3,1,8
13957.0,53,27,458.25,3,2,2,7
13958.0,15,227,4709.2300000000005,4,4,4,12
13959.0,35,71,477.98,3,3,2,8
13961.0,28,19,538.4,3,2,2,7
13962.0,71,12,193.25,2,1,1,4
13963.0,3,137,2347.33,4,4,4,12
13964.0,23,24,438.9,3,2,2,7
13965.0,112,24,996.61,2,2,3,7
13966.0,71,22,390.86,2,2,2,6
13967.0,32,4,85.6,3,1,1,5
13968.0,59,8,123.66,2,1,1,4
13969.0,1,480,4311.93,4,4,4,12
13970.0,22,13,846.55,3,1,3,7
13971.0,59,106,1909.31,2,4,4,10
13974.0,218,15,264.13,1,1,1,3
13975.0,29,414,2832.56,3,4,4,11
13976.0,142,46,834.38,1,3,3,7
13977.0,47,13,519.8100000000001,3,1,2,6
13979.0,29,352,2546.36,3,4,4,11
13980.0,75,54,599.78,2,3,2,7
13981.0,51,22,331.14,3,2,2,7
13982.0,1,142,2573.7799999999997,4,4,4,12
13983.0,2,234,4505.02,4,4,4,12
13984.0,2,77,1128.09,4,3,3,10
13985.0,10,131,2960.73,4,4,4,12
13987.0,15,46,682.54,4,3,2,9
13988.0,19,61,609.84,3,3,2,8
13989.0,100,45,759.98,2,3,3,8
13992.0,16,6,142.7,4,1,1,6
13993.0,15,140,3309.35,4,4,4,12
13995.0,15,144,2508.32,4,4,4,12
13996.0,22,33,895.76,3,2,3,8
13997.0,155,46,382.31,1,3,2,6
13998.0,82,31,566.7,2,2,2,6
13999.0,10,258,5600.45,4,4,4,12
14000.0,50,34,1410.68,3,2,3,8
14001.0,9,73,2487.01,4,3,4,11
14003.0,368,16,209.41,1,1,1,3
14004.0,29,70,1675.81,3,3,3,9
14006.0,164,47,1234.48,1,3,3,7
14007.0,148,5,79.48,1,1,1,3
14008.0,68,32,509.04,2,2,2,6
14009.0,98,32,404.3,2,2,2,6
14010.0,201,24,445.15,1,2,2,5
14011.0,116,32,457.82,2,2,2,6
14013.0,16,34,611.5500000000001,4,2,2,8
14014.0,12,37,1443.03,4,2,3,9
14016.0,32,287,7062.2,3,4,4,11
14017.0,207,14,229.75,1,1,1,3
14018.0,281,13,367.15000000000003,1,1,2,4
14020.0,112,33,606.21,2,2,2,6
14021.0,10,68,1084.68,4,3,3,10
14022.0,122,19,352.15000000000003,2,2,2,6
14024.0,26,18,318.04,3,1,2,6
14025.0,100,99,4057.9,2,3,4,9
14026.0,106,50,713.11,2,3,3,8
14028.0,186,9,10396.5,1,1,4,6
14030.0,2,623,5902.2,4,4,4,12
14031.0,1,531,23712.31,4,4,4,12
14032.0,2,101,1874.68,4,3,4,11
14033.0,191,1,109.44,1,1,1,3
14035.0,42,85,1428.7,3,3,3,9
14037.0,114,86,689.75,2,3,2,7
14038.0,33,69,1509.5,3,3,3,9
14039.0,211,4,115.08000000000001,1,1,1,3
14040.0,22,559,9030.65,3,4,4,11
14042.0,361,21,431.98,1,2,2,5
14043.0,127,42,304.25,2,2,1,5
14044.0,54,642,2470.28,2,4,4,10
14045.0,9,32,9653.279999999999,4,2,4,10
14047.0,8,132,2946.42,4,4,4,12
14048.0,18,56,338.76,4,3,2,9
14049.0,23,593,7557.3099999999995,3,4,4,11
14051.0,2,124,6823.610000000001,4,4,4,12
14052.0,26,69,255.45,3,3,1,7
14053.0,33,5,312.05,3,1,2,6
14055.0,213,23,795.3199999999999,1,2,3,6
14057.0,17,170,2190.88,4,4,4,12
14058.0,98,24,469.19,2,2,2,6
14060.0,2,68,3378.66,4,3,4,11
14061.0,143,19,917.4300000000001,1,2,3,6
14062.0,10,232,15139.35,4,4,4,12
14063.0,74,40,22710.2,2,2,4,8
14064.0,66,164,1978.68,2,4,4,10
14065.0,25,49,891.02,3,3,3,9
14068.0,239,87,1262.52,1,3,3,7
14069.0,150,42,230.06,1,2,1,4
14070.0,320,42,326.55,1,2,2,5
14072.0,302,19,390.85,1,2,2,5
14074.0,259,6,219.39999999999998,1,1,1,3
14075.0,39,38,792.61,3,2,3,8
14077.0,31,14,115.66,3,1,1,5
14078.0,9,98,643.26,4,3,2,9
14079.0,318,1,243.63,1,1,1,3
14080.0,49,79,1070.08,3,3,3,9
14081.0,5,789,4435.58,4,4,4,12
14082.0,28,36,231.10999999999999,3,2,1,6
14083.0,7,74,388.83,4,3,2,9
14084.0,148,7,150.5,1,1,1,3
14085.0,4,618,5656.43,4,4,4,12
14086.0,98,1,39.95,2,1,1,4
14087.0,40,152,651.8,3,4,2,9
14088.0,42,93,13544.99,3,3,4,10
14091.0,290,13,9530.08,1,1,4,6
14092.0,10,159,3152.54,4,4,4,12
14094.0,75,47,335.22,2,3,2,7
14095.0,358,1,2.95,1,1,1,3
14097.0,117,40,422.85999999999996,2,2,2,6
14099.0,11,275,2661.54,4,4,4,12
14101.0,24,55,3985.14,3,3,4,10
14104.0,25,122,555.37,3,4,2,9
14105.0,44,205,4722.6,3,4,4,11
14106.0,373,1,214.79999999999998,1,1,1,3
14107.0,84,113,2174.07,2,4,4,10
14108.0,367,18,447.05,1,1,2,4
14110.0,71,244,7304.8,2,4,4,10
14112.0,87,166,2919.44,2,4,4,10
14113.0,11,88,5252.1900000000005,4,3,4,11
14114.0,31,59,977.5600000000001,3,3,3,9
14115.0,137,22,622.6700000000001,1,2,2,5
14118.0,64,15,458.45,2,1,2,5
14119.0,11,11,183.37,4,1,1,6
14122.0,42,13,362.42,3,1,2,6
14123.0,369,24,436.18,1,2,2,5
14126.0,80,28,466.33000000000004,2,2,2,6
14127.0,16,73,1190.3700000000001,4,3,3,10
14128.0,187,19,286.71,1,2,1,4
14129.0,35,57,1467.48,3,3,3,9
14130.0,11,157,1398.81,4,4,3,11
14131.0,284,52,187.87,1,3,1,5
14133.0,369,8,305.5,1,1,1,3
14134.0,18,180,11123.35,4,4,4,12
14135.0,3,122,4953.61,4,4,4,12
14136.0,36,106,1570.81,3,4,3,10
14137.0,331,11,332.7,1,1,2,4
14139.0,126,43,670.98,2,2,2,6
14142.0,9,44,671.34,4,2,2,8
14144.0,122,1,30.599999999999998,2,1,1,4
14145.0,95,14,3857.85,2,1,4,7
14146.0,19,246,5259.3,3,4,4,11
14147.0,24,25,2106.8,3,2,4,9
14148.0,50,14,309.09000000000003,3,1,2,6
14151.0,309,44,679.45,1,2,2,5
14152.0,23,84,1376.05,3,3,3,9
14153.0,119,17,233.4,2,1,1,4
14154.0,17,240,5115.08,4,4,4,12
14156.0,7,2648,196566.74,4,4,4,12
14157.0,25,41,569.9,3,2,2,7
14159.0,15,670,3245.0,4,4,4,12
14160.0,246,107,8421.47,1,4,4,9
14161.0,5,202,2208.36,4,4,4,12
